accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0.9386759400367737,0.15866756439208984,0.939020037651062,0.938281774520874,0.9520950317382812,0.12297393381595612,0.9314817786216736,0.9759860038757324
0.9513446092605591,0.12324467301368713,0.9536295533180237,0.9488242268562317,0.9590577483177185,0.10472352057695389,0.9528666734695435,0.9658967852592468
0.9569016098976135,0.11115317791700363,0.9580795168876648,0.9556143283843994,0.9612674713134766,0.10120557993650436,0.965343177318573,0.9568915367126465
0.9604038000106812,0.10245956480503082,0.9619218111038208,0.9587591886520386,0.9631436467170715,0.100501649081707,0.9560719132423401,0.9708997011184692
0.9628339409828186,0.09760990738868713,0.9635953903198242,0.9620112776756287,0.9618094563484192,0.10048676282167435,0.9728506803512573,0.9501375555992126
0.9649602174758911,0.08940985798835754,0.9645445942878723,0.9654063582420349,0.964144229888916,0.09619883447885513,0.9669491052627563,0.9611440300941467
0.9672473669052124,0.08570776134729385,0.9689394235610962,0.9654420614242554,0.967104434967041,0.09417743980884552,0.9609181880950928,0.9738180637359619
0.968658983707428,0.08092796057462692,0.9703730344772339,0.9668357968330383,0.9640191793441772,0.1009993925690651,0.9736170172691345,0.953889787197113
0.9698561429977417,0.07569461315870285,0.9687666893005371,0.971017062664032,0.9665624499320984,0.09777373820543289,0.9657095074653625,0.9674810171127319
0.9709461331367493,0.07585528492927551,0.970306932926178,0.9716246128082275,0.9654367566108704,0.09743346273899078,0.9570165276527405,0.9746518731117249
